MSW05_Order	MSW05_Family	MSW05_Genus	MSW05_Species	MSW05_Binomial	1-1_ActivityCycle	5-1_AdultBodyMass_g	8-1_AdultForearmLen_mm	13-1_AdultHeadBodyLen_mm	2-1_AgeatEyeOpening_d	3-1_AgeatFirstBirth_d	18-1_BasalMetRate_mLO2hr	5-2_BasalMetRateMass_g	6-1_DietBreadth	7-1_DispersalAge_d	9-1_GestationLen_d	12-1_HabitatBreadth	22-1_HomeRange_km2	22-2_HomeRange_Indiv_km2	14-1_InterbirthInterval_d	15-1_LitterSize	16-1_LittersPerYear	17-1_MaxLongevity_m	5-3_NeonateBodyMass_g	13-2_NeonateHeadBodyLen_mm	21-1_PopulationDensity_n/km2	10-1_PopulationGrpSize	23-1_SexualMaturityAge_d	10-2_SocialGrpSize	24-1_TeatNumber	12-2_Terrestriality	6-2_TrophicLevel	25-1_WeaningAge_d	5-4_WeaningBodyMass_g	13-3_WeaningHeadBodyLen_mm	References	5-5_AdultBodyMass_g_EXT	16-2_LittersPerYear_EXT	5-6_NeonateBodyMass_g_EXT	5-7_WeaningBodyMass_g_EXT	26-1_GR_Area_km2	26-2_GR_MaxLat_dd	26-3_GR_MinLat_dd	26-4_GR_MidRangeLat_dd	26-5_GR_MaxLong_dd	26-6_GR_MinLong_dd	26-7_GR_MidRangeLong_dd	27-1_HuPopDen_Min_n/km2	27-2_HuPopDen_Mean_n/km2	27-3_HuPopDen_5p_n/km2	27-4_HuPopDen_Change	28-1_Precip_Mean_mm	28-2_Temp_Mean_01degC	30-1_AET_Mean_mm	30-2_PET_Mean_mm
Rodentia	Cricetidae	Bibimys	chacoensis	Bibimys chacoensis	-999	28	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	7309.86	-26.74	-28.14	-27.44	-58.46	-59.46	-58.96	7	35.29	7	0.06	106.51	210.14	1273.35	1391.54
Rodentia	Cricetidae	Bibimys	labiosus	Bibimys labiosus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	21850.7	-19.07	-20.64	-19.86	-42.99	-44.59	-43.79	12	116.42	12	0.05	115.72	205.96	1089.22	1289.71
Pilosa	Bradypodidae	Bradypus	torquatus	Bradypus torquatus	2	4468.42	-999	549.99	-999	-999	-999	-999	4	-999	150	3	0.03	0.03	-999	1	-999	144	-999	-999	-999	-999	-999	1	-999	2	2	28.28	1468.31	-999	511;543;604;605;889;890;899;1573;2151;2287;2655	-999	-999	-999	-999	163652.84	-12.48	-23.1	-17.79	-37.95	-44.02	-40.99	7	209.51	13	0.07	126.13	220.69	1345.27	1568.54
Pilosa	Bradypodidae	Bradypus	tridactylus	Bradypus tridactylus	2	4375.8	-999	546.36	-999	-999	-999	-999	1	-999	126.96	1	-999	-999	-999	1	-999	-999	178.66	-999	151.37	-999	-999	1	-999	2	1	68.2	-999	-999	730;889;890;905;1297;2151;2430;2431;2655	-999	-999	-999	-999	1806393.57	9.52	-3.31	3.1	-49.88	-69.89	-59.89	0	3.19	0	0.14	157.98	250.62	1478.74	1691.34
Pilosa	Bradypodidae	Bradypus	variegatus	Bradypus variegatus	2	4136.36	-999	-999	-999	-999	685.99	3790	1	-999	170.84	1	0.01	0.02	365	1	-999	-999	271.81	-999	508.44	-999	-999	1	-999	2	1	39.28	-999	-999	730;887;889;890;905;1297;1822;1983;2106;2151;2430;2655	-999	1.1	-999	-999	8222753.4	15.99	-27.54	-5.77	-42.23	-87.54	-64.88	0	12.64	0	0.12	164.82	244.36	1324.28	1530.89
Rodentia	Echimyidae	Brotomys	contractus	Brotomys contractus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Echimyidae	Brotomys	voratus	Brotomys voratus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	albinasus	Brucepattersonius albinasus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	griserufescens	Brucepattersonius griserufescens	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	guarani	Brucepattersonius guarani	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	igniventris	Brucepattersonius igniventris	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	iheringi	Brucepattersonius iheringi	-999	43	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	890;2655	-999	-999	-999	-999	93980.28	-25.58	-33.68	-29.63	-48.63	-55.57	-52.1	3	55.29	5	0.07	125.57	180.76	1078.69	1246.11
Rodentia	Cricetidae	Brucepattersonius	misionensis	Brucepattersonius misionensis	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	paradisus	Brucepattersonius paradisus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Brucepattersonius	soricinus	Brucepattersonius soricinus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Artiodactyla	Bovidae	Bubalus	bubalis	Bubalus bubalis	-999	929500.97	-999	2649.52	-999	-999	-999	-999	2	912.49	320	1	3.63	-999	547.5	1.5	1	339	-999	-999	1.06	-999	755.15	-999	-999	1	1	240.31	-999	-999	511;543;730;899;1297;1525;1848;2152;2655	-999	-999	-999	-999	978657.33	27.44	14.51	20.98	100	84.68	92.34	2	254.7	10	0.08	154.04	223.58	1028.93	1394.47
Artiodactyla	Bovidae	Bubalus	depressicornis	Bubalus depressicornis	3	256989.27	-999	1728.58	-999	-999	-999	-999	3	-999	295.78	1	-999	-999	-999	1	1	432.96	-999	-999	-999	-999	755.15	1	-999	1	1	-999	-999	-999	511;543;899;1297;1525;1848;2655	-999	-999	-999	-999	41026.7	0.85	-3.51	-1.33	123.99	119.57	121.78	17	40	17	0.09	227.75	197.83	1814.71	1867.36
Artiodactyla	Bovidae	Bubalus	mindorensis	Bubalus mindorensis	2	254389.74	-999	2199.99	-999	-999	-999	-999	2	1095	306.06	1	-999	-999	1095	1	1	336	-999	-999	-999	11	755.15	1	-999	1	1	-999	-999	-999	511;543;714;899;1848;2152;2655	-999	-999	-999	-999	9912.75	13.53	12.2	12.86	121.55	120.29	120.92	20	161.33	20	0.15	196.39	239.81	-999	-999
Artiodactyla	Bovidae	Bubalus	quarlesi	Bubalus quarlesi	3	181718.86	-999	1577.97	-999	-999	-999	-999	3	-999	294.99	-999	-999	-999	-999	1	1	270	-999	-999	-999	-999	755.15	1	-999	-999	1	-999	-999	-999	899;1525;1848;2655	-999	-999	-999	-999	56312.24	0.79	-5.45	-2.33	123.6	119.41	121.51	17	62.95	17	0.08	228.75	205.08	1813.15	1903.28
Artiodactyla	Bovidae	Budorcas	taxicolor	Budorcas taxicolor	-999	294515.33	-999	1736	-999	-999	-999	-999	3	-999	235.6	1	-999	-999	365	1.22	-999	234.96	-999	-999	-999	300	928.08	14	4	1	1	118.55	-999	-999	511;543;899;1297;1525;1848;2116;2555;2655	-999	1.1	-999	-999	402044.43	34.44	25.85	30.15	108.95	88.22	98.58	1	58.63	1.5	0.08	129.45	39.88	808.24	1002.24
Rodentia	Muridae	Bullimus	bagobus	Bullimus bagobus	-999	395.38	-999	289.61	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	456;2152;2655	-999	-999	-999	-999	119550.35	12.58	5.55	9.07	126.6	121.89	124.24	33	172.95	55	0.11	183.1	241.07	1565.18	1739.39
Rodentia	Muridae	Bullimus	gamay	Bullimus gamay	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Muridae	Bullimus	luzonicus	Bullimus luzonicus	-999	-999	-999	239.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,152	388.57	-999	-999	-999	36674.54	18.65	16.58	17.61	122.52	120.33	121.43	19	128.28	29	0.05	206.13	223.05	1438.26	1728.78
Lagomorpha	Leporidae	Bunolagus	monticularis	Bunolagus monticularis	1	1750.01	-999	430	-999	-999	-999	-999	3	-999	-999	-999	0.14	0.15	-999	1.22	-999	-999	42.42	-999	-999	1	-999	-999	-999	-999	1	-999	-999	-999	95;899;1297;1601;2655	-999	-999	-999	-999	37052.01	-30.69	-32.45	-31.57	22.61	19.75	21.18	0	0.71	0	0.06	14.27	156.15	259.38	939.53
Rodentia	Muridae	Bunomys	andrewsi	Bunomys andrewsi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	117802.45	-0.64	-5.7	-3.17	123.22	118.75	120.98	17	103.69	17	0.08	228.96	213.36	1814.28	1899.06
Rodentia	Muridae	Bunomys	chrysocomus	Bunomys chrysocomus	-999	111.29	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	456	-999	-999	-999	-999	153381.79	1.75	-5.7	-1.97	125.24	118.75	121.99	17	104.87	17	0.07	227.92	214.67	1814.28	1899.06
Rodentia	Muridae	Bunomys	coelestis	Bunomys coelestis	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	680.95	-3.5	-5.42	-4.46	121.35	119.81	120.58	36	151.58	36	0.06	234.66	217.65	-999	-999
Rodentia	Muridae	Bunomys	fratrorum	Bunomys fratrorum	-999	130.31	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	456	-999	-999	-999	-999	358.08	0.95	0.75	0.85	122.56	122.37	122.47	53	73.5	53	0.05	226	214	-999	-999
Rodentia	Muridae	Bunomys	penitus	Bunomys penitus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	49798.01	-1.24	-4.06	-2.65	122.14	119.31	120.73	17	37.73	17	0.1	227.45	201.09	1814.99	1903.22
Rodentia	Muridae	Bunomys	prolatus	Bunomys prolatus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	322.44	-1.53	-1.71	-1.62	121.46	121.28	121.37	17	17	17	0.13	234	190	1798	1831
Primates	Hylobatidae	Bunopithecus	hoolock	Bunopithecus hoolock	3	6699	-999	547.49	-999	-999	-999	-999	5	-999	232.5	1	0.16	0.23	-999	1.01	-999	-999	-999	-999	7	-999	2689.08	3.2	-999	2	2	635.13	-999	-999	47;208;610;615;730;1015;1112;1297;1452;1544;1547;1848;2344;2453;2655;2660;2986	-999	-999	-999	-999	267771.52	27.8	19.08	23.44	99.51	92.54	96.03	1	72.15	2	0.08	153.6	174.57	1095.24	1318.69
Chiroptera	Molossidae	Cheiromeles	parvidens	Cheiromeles parvidens	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	679	-999	-999	-999	-999	288626.23	13.53	-5.7	3.91	126.6	118.75	122.67	5	129.71	17	0.09	203.66	225.93	1659.61	1810.96
Chiroptera	Molossidae	Cheiromeles	torquatus	Cheiromeles torquatus	-999	169.43	81.49	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	196;679;1658;2143;2151;2622;2655;2719	-999	-999	-999	-999	1212454.98	11.42	-8.78	1.32	119.71	95.69	107.7	1	155.39	4	0.14	236.22	250.07	1659.3	1731.33
Rodentia	Cricetidae	Chelemys	delfini	Chelemys delfini	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Chelemys	macronyx	Chelemys macronyx	2	70.99	-999	-999	-999	-999	84.32	62	4	-999	-999	2	-999	-999	-999	4.37	-999	-999	-999	-999	263.07	-999	-999	-999	-999	1	2	-999	-999	-999	730;890;1297;1822;2242;2655	-999	-999	-999	-999	199620.99	-33.45	-51.71	-42.58	-69.3	-73.77	-71.53	0	27.32	0	0.09	74.44	54.62	520.43	775.11
Rodentia	Cricetidae	Chelemys	megalonyx	Chelemys megalonyx	-999	50.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	890;2655	-999	-999	-999	-999	119540.42	-30.53	-39.32	-34.92	-70.27	-73.65	-71.96	2	89.14	4	0.06	54.92	81.14	453.17	911.59
Rodentia	Cricetidae	Chibchanomys	orcesi	Chibchanomys orcesi	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
Rodentia	Cricetidae	Chibchanomys	trichotis	Chibchanomys trichotis	-999	49.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.97	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1297;2655	-999	-999	-999	-999	222554.14	9.11	-7.01	1.05	-71.56	-79.49	-75.53	2	43.77	2	0.1	134.21	204.49	1346.53	1504.37
Rodentia	Cricetidae	Chilomys	instans	Chilomys instans	-999	19	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,655	-999	-999	-999	-999	84512.45	10.52	1.45	5.98	-70.05	-76.24	-73.14	2	69.93	5	0.09	106.61	197.6	1425.97	1575.89
Chiroptera	Natalidae	Chilonatalus	micropus	Chilonatalus micropus	-999	-999	33.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	889;1658;2151	5.86	-999	-999	-999	192773.97	23.19	13.31	18.25	-68.31	-84.95	-76.63	2	156.27	23	0.04	106.88	246.31	1361.58	1646.11
Chiroptera	Natalidae	Chilonatalus	tumidifrons	Chilonatalus tumidifrons	-999	3.62	32.99	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	-999	-999	-999	889;1222;1658;2151;2655	-999	-999	-999	-999	1525.32	26.91	23.43	25.17	-74.42	-77.58	-76	4	8.63	4	0.11	-999	-999	-999	-999
Soricomorpha	Soricidae	Chimarrogale	hantu	Chimarrogale hantu	-999	54.99	-999	103.5	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	626;630;1456;2655	-999	-999	-999	-999	24502.23	5.21	3.22	4.21	102.74	101.27	102	3	89.28	3	0.09	203.26	246.28	1681.13	1781.96
Soricomorpha	Soricidae	Chimarrogale	himalayica	Chimarrogale himalayica	2	33.5	-999	107.52	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	103;626;630;1456;1837;1973;2655	-999	-999	-999	-999	2340589.67	36.34	16.57	26.45	121.45	77.14	99.3	0	160.16	4	0.07	118.57	123.48	955.34	1100.39
Soricomorpha	Soricidae	Chimarrogale	phaeura	Chimarrogale phaeura	-999	-999	-999	100.49	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	626;630;1456	31.47	-999	-999	-999	10154.88	6.56	5.02	5.79	117.7	116.42	117.06	4	36.2	4	0.3	249.23	244.88	1791.85	1838.64
Soricomorpha	Soricidae	Chimarrogale	platycephalus	Chimarrogale platycephalus	3	36.32	-999	116.49	-999	-999	-999	-999	2	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	626;630;1456;1837;2655	-999	-999	-999	-999	144298.51	36.59	30.98	33.79	139.98	129.55	134.77	112	437.95	114	0.0065865523042598	145.89	113.15	842.08	859.66
Soricomorpha	Soricidae	Chimarrogale	styani	Chimarrogale styani	-999	-999	-999	102	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	626;630;1456	32.86	-999	-999	-999	670833.47	34.75	25.69	30.22	107.6	94.92	101.26	0	70.98	2	0.07	127.18	28.42	743.62	920.29
Soricomorpha	Soricidae	Chimarrogale	sumatrana	Chimarrogale sumatrana	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	3	-999	-999	-999	626;1456	-999	-999	-999	-999	16144.13	-0.26	-1.65	-0.95	102.24	100.48	101.36	20	88	20	0.1	308.06	235.85	1688.27	1824.84
Rodentia	Chinchillidae	Chinchilla	chinchilla	Chinchilla chinchilla	2	499.99	-999	305	0	-999	-999	-999	6	-999	111	1	-999	-999	-999	2.5	2.5	120	-999	-999	-999	100	247.48	-999	6	1	1	48.99	-999	-999	511;543;899;1297;2151;2655	-999	-999	-999	-999	492097.47	-13.23	-31.34	-22.28	-64.33	-71.59	-67.96	0	11.54	0	0.07	56.04	20.05	508.24	1261.12
Rodentia	Chinchillidae	Chinchilla	lanigera	Chinchilla lanigera	2	480.28	-999	305	-999	-999	282.1	403	6	-999	112.47	1	-999	-999	-999	1.87	-999	135.6	39.59	-999	958.94	100	222.33	-999	6	1	1	-999	-999	-999	511;543;890;899;1297;1492;1577;1627;1822;2151;2655	-999	-999	-999	-999	36255.13	-28.24	-32.54	-30.39	-70.32	-71.71	-71.01	1	18.86	1	0.04	11.48	72.17	154.67	1160.86
Rodentia	Cricetidae	Chinchillula	sahamae	Chinchillula sahamae	1	169.74	-999	-999	-999	-999	-999	-999	3	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	2	-999	-999	-999	890;2655	-999	-999	-999	-999	253693.91	-12.38	-20.46	-16.42	-67.59	-73.52	-70.55	0	17.21	0	0.04	90.56	45.76	702.51	1246.6
Rodentia	Cricetidae	Chionomys	gud	Chionomys gud	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.83	2.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1,297	-999	-999	-999	-999	110928.21	45.26	40.32	42.79	48.65	39.87	44.26	9	59.76	14	0.01	62.87	29.55	603.82	721.78
Rodentia	Cricetidae	Chionomys	nivalis	Chionomys nivalis	-999	42.01	-999	-999	-999	-999	81.01	32.8	-999	-999	20.92	-999	-999	-999	33	3.42	2	-999	3.7	-999	-999	-999	371.23	-999	-999	-999	-999	21	-999	-999	1297;1822;2655	-999	-999	-999	-999	777915.74	49.54	33.07	41.31	56.24	-6.87	24.68	3	87.32	13	0.02	63.35	70.57	540.61	788.91
Rodentia	Cricetidae	Chionomys	roberti	Chionomys roberti	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.94	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1,297	-999	-999	-999	-999	90790.68	43.4	39.84	41.62	45.52	37.53	41.52	11	65.19	17	-0.00825676960042406	77.97	24.75	606.39	758.74
Chiroptera	Phyllostomidae	Chiroderma	doriae	Chiroderma doriae	-999	19.9	52.5	-999	-999	-999	31.24	19.9	1	-999	106.45	1	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	706;890;1297;1658;2151;2655	-999	-999	-999	-999	499911.44	-16.83	-26.19	-21.51	-40.87	-49.59	-45.23	4	142.11	9	0.06	125.32	200.37	1171.84	1357.16
Chiroptera	Phyllostomidae	Chiroderma	improvisum	Chiroderma improvisum	-999	35.39	57.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	890;1658;2151;2622;2655	-999	-999	-999	-999	1580.07	16.81	15.94	16.38	-61.16	-62.24	-61.7	104	221.77	104	0.06	-999	-999	-999	-999
Chiroptera	Phyllostomidae	Chiroderma	salvini	Chiroderma salvini	-999	26.3	47.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	196;890;1297;1316;1658;2151;2622;2655;2719	-999	-999	-999	-999	3181262.57	26.71	-18.74	3.98	-61.87	-109.44	-85.66	0	48.18	1	0.11	137.6	208.68	1201.84	1536.73
Chiroptera	Phyllostomidae	Chiroderma	trinitatum	Chiroderma trinitatum	-999	13.91	36.38	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	108;196;890;1297;1658;2151;2622;2655	-999	-999	-999	-999	9415792.03	12.46	-22.29	-4.91	-44.81	-82.67	-63.74	0	11.91	0	0.13	164.23	244.15	1370.19	1566.17
Chiroptera	Phyllostomidae	Chiroderma	villosum	Chiroderma villosum	-999	23.81	45.51	63.99	-999	-999	-999	-999	1	-999	121.66	1	-999	-999	-999	0.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	196;890;892;1297;1316;1658;2143;2151;2622;2655	-999	-999	-999	-999	10366490.11	21.62	-23.84	-1.11	-46.26	-97.26	-71.76	0	16.68	0	0.13	159.13	239.17	1347.71	1560.9
Rodentia	Muridae	Chiromyscus	chiropus	Chiromyscus chiropus	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	460796.22	22.84	16.35	19.59	107.78	98.71	103.25	5	118.88	10	0.1	137.31	211.88	1086.51	1364.88
Chiroptera	Pteropodidae	Chironax	melanocephalus	Chironax melanocephalus	-999	17.7	45.5	-999	-999	-999	-999	-999	1	-999	-999	1	-999	-999	-999	0.98	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1	-999	-999	-999	196;360;1297;1658;2017;2151;2655;2719	-999	-999	-999	-999	427413.21	8.37	-7.14	0.61	125.05	95.68	110.36	3	153.43	9	0.12	232.64	245.24	1706.4	1792.67
Didelphimorphia	Didelphidae	Chironectes	minimus	Chironectes minimus	1	974.33	-999	297.5	41.5	-999	548.68	946	4	-999	-999	3	-999	-999	365	3.24	-999	36	-999	-999	-999	-999	344.87	1	4	1	2	108.36	70	-999	543;889;890;905;955;1297;1412;1822;1887;2151;2655	-999	1.1	-999	-999	3719496.58	18.97	-32.23	-6.63	-41.14	-100.29	-70.72	0	42.52	0	0.11	161.92	230.68	1357.31	1522.37
Rodentia	Muridae	Chiropodomys	calamianensis	Chiropodomys calamianensis	-999	28.9	-999	93.99	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2,152	-999	-999	-999	-999	12831.87	12.33	7.8	10.06	120.34	116.93	118.63	22	43.33	25	0.21	224	249.78	-999	-999
Rodentia	Muridae	Chiropodomys	gliroides	Chiropodomys gliroides	-999	23.68	-999	-999	-999	-999	-999	-999	-999	-999	20.13	-999	-999	-999	-999	1.65	-999	-999	2.79	-999	-999	-999	-999	-999	-999	-999	-999	16.87	-999	-999	456;1268;1297;1969;2506;2655	-999	-999	-999	-999	847918.53	28.45	-8.84	9.8	115.71	90.12	102.92	1	233.32	4	0.09	177.02	210.3	1248.42	1511.33
